#
#
# s_m; x_m; y_m; psi_rad; kappa_radpm; vx_mps; ax_mps2; z_m; theta_rad; phi_rad; vy_mps; vz_mps
47.843024;4.928400;-16.413601;-0.491919;0.282461;3.047900;3.824521;15.246300;-0.577887;-2.258613;0.397300;-0.177300
47.944172;5.023600;-16.444599;-0.378209;-0.516091;3.119700;2.476143;15.198500;-0.548979;-2.146863;0.411200;-0.123600
48.053906;5.116400;-16.488300;-0.590530;-0.294685;2.994100;-3.156161;15.131300;-0.732298;-2.211462;0.294300;-0.134700
48.165911;5.205900;-16.566799;-0.463246;1.197828;2.816900;-2.958723;15.034600;-0.664555;-2.138390;0.122700;-0.131700
48.273480;5.316800;-16.588400;-0.312785;-0.862823;2.773500;-0.860298;14.974300;-0.585066;-2.024961;0.364600;-0.102600
48.383097;5.410600;-16.632999;-0.654727;-1.221509;2.488000;-5.155773;14.899000;-0.809253;-2.202620;0.310300;-0.283300
48.494192;5.490700;-16.721901;-0.594249;1.006745;2.793100;5.534576;14.791900;-0.770517;-2.178929;0.204400;-0.381100
48.600519;5.594700;-16.757401;-0.421992;0.435582;2.936000;2.622784;14.720300;-0.640856;-2.112633;0.455300;-0.446600
48.708735;5.684700;-16.809000;-0.507049;-0.522139;3.212700;7.915559;14.647200;-0.654570;-2.197332;0.589700;-0.165800
48.816085;5.783900;-16.862499;-0.536826;-0.353739;3.200300;-0.308091;14.575100;-0.657656;-2.227307;0.664000;0.052300
48.923574;5.869200;-16.918800;-0.582718;-1.203502;2.932800;-6.732731;14.504700;-0.726781;-2.208665;0.536100;0.046100
49.029193;5.963400;-16.980801;-0.801129;-1.651004;2.739800;-3.835607;14.415500;-0.920376;-2.236442;0.559300;-0.160400
49.137783;6.016200;-17.070499;-0.926187;-0.068089;2.769200;0.591306;14.311500;-1.039562;-2.234235;0.253300;-0.286000
49.247985;6.093900;-17.154400;-0.821020;-0.756249;2.874600;1.757772;14.193400;-0.964916;-2.210451;0.387900;-0.280100
49.355050;6.166400;-17.231800;-1.102767;-1.494694;2.893900;0.385757;14.094700;-1.116894;-2.338466;0.242400;-0.314000
49.468350;6.190500;-17.345501;-1.134782;0.944276;3.023600;2.145773;13.995400;-1.131213;-2.360843;0.259200;-0.462800
49.587324;6.262100;-17.437201;-0.900057;0.804989;3.170400;2.982132;13.891200;-0.895857;-2.360503;0.366700;-0.281600
49.710034;6.338400;-17.531900;-0.929089;-0.301646;3.282000;2.719193;13.810600;-0.899694;-2.386582;0.362300;-0.129400
49.832224;6.409000;-17.633801;-0.975187;-0.510199;3.141700;-2.809018;13.706200;-0.982458;-2.348344;0.312100;-0.020700
49.943562;6.475500;-17.734200;-1.061339;-1.081666;3.000200;-2.865239;13.605100;-1.094691;-2.316213;0.791800;0.108000
50.051895;6.517600;-17.828199;-1.212405;-1.678476;2.629100;-6.151396;13.495600;-1.245590;-2.303709;0.366200;-0.064700
50.176566;6.551500;-17.937099;-1.395032;-0.769628;2.619600;-0.136209;13.379700;-1.403640;-2.330601;0.494600;-0.348200
50.296648;6.561200;-18.073700;-1.430429;0.505248;2.755500;2.697257;13.237200;-1.432552;-2.348477;0.293700;-0.308400
50.407316;6.585100;-18.174900;-1.258047;0.542113;2.931200;3.534513;13.138200;-1.238127;-2.389296;0.351300;-0.299500
50.522000;6.629300;-18.284300;-1.321905;-1.612327;3.017300;1.730094;13.040100;-1.294552;-2.410694;0.212300;-0.248900
50.627212;6.641600;-18.397200;-1.664555;-1.853645;3.102000;1.670490;12.938900;-1.685230;-2.455887;0.358800;-0.231100
50.733041;6.609600;-18.493799;-1.688237;0.778010;3.162800;1.535103;12.868700;-1.712534;-2.450705;0.336000;-0.141400
50.849811;6.616800;-18.607401;-1.516818;0.427534;2.961300;-4.031999;12.765100;-1.521579;-2.310010;0.244400;-0.184100
50.964611;6.622200;-18.726999;-1.572539;-1.061119;2.923900;-0.752241;12.612900;-1.572364;-2.303437;0.473000;-0.399100
51.072554;6.616400;-18.837000;-1.772735;-1.278200;2.991200;1.348539;12.509900;-1.826397;-2.477025;0.393000;-0.455200
51.177407;6.578900;-18.938499;-1.839138;0.104931;3.058900;1.690518;12.447200;-1.954552;-2.543726;0.251000;-0.337700
51.281488;6.560800;-19.039200;-1.748027;0.238962;3.175000;2.879232;12.372200;-1.793312;-2.471993;0.254100;-0.214100
51.396744;6.542200;-19.143400;-1.785889;-0.435541;3.201300;0.664402;12.285000;-1.833165;-2.458676;0.133600;-0.208700
51.511056;6.511600;-19.264400;-1.852700;-0.235052;3.115200;-1.717807;12.189000;-1.931516;-2.486823;0.220300;-0.311900
51.623368;6.478600;-19.363001;-1.838884;-0.053496;3.213300;2.453337;12.116400;-1.921789;-2.497944;0.146000;-0.252600
51.736004;6.452100;-19.481001;-1.864890;-0.664705;3.094600;-2.357354;12.026500;-1.955465;-2.499279;0.268300;-0.358100
51.844206;6.413300;-19.578600;-1.994133;-0.692399;3.212400;2.937226;11.955100;-2.121408;-2.508470;0.207400;-0.287000
51.953404;6.363200;-19.678301;-2.009664;-0.064193;3.143000;-1.744452;11.881700;-2.151908;-2.521057;0.534100;-0.334500
52.067393;6.320500;-19.776300;-2.008353;-0.122645;3.130500;-0.316538;11.813800;-2.137230;-2.507376;0.165100;-0.259600
52.179621;6.266600;-19.884800;-2.038031;-0.254204;3.125700;-0.094650;11.729800;-2.166029;-2.501293;0.216300;-0.269700
52.285017;6.219400;-19.976700;-2.066699;-0.333312;2.952200;-4.383384;11.664500;-2.250137;-2.551353;0.301000;-0.300200
52.392421;6.166300;-20.070200;-2.105704;-0.061453;3.061600;2.709567;11.605600;-2.333876;-2.586897;0.382800;-0.267800
52.503027;6.109900;-20.161501;-2.081362;-0.079941;3.005500;-1.414695;11.550000;-2.269035;-2.553112;0.166100;-0.332900
52.617945;6.058200;-20.263201;-2.121141;-0.624615;3.089400;2.112742;11.476800;-2.333434;-2.570745;0.207600;-0.343000
52.732714;5.989700;-20.357401;-2.226757;-0.496000;3.191400;2.555118;11.424200;-2.545392;-2.660291;0.344700;-0.292700
52.845758;5.918200;-20.445101;-2.235177;-0.183786;3.213700;0.553628;11.381800;-2.544377;-2.652218;0.207400;-0.291500
52.963181;5.850300;-20.535400;-2.266956;-0.405935;3.213800;0.002505;11.329400;-2.565173;-2.643919;0.238300;-0.304100
53.087255;5.767600;-20.625299;-2.328266;-0.342962;3.280200;1.637508;11.283900;-2.661425;-2.683951;0.130800;-0.336900
53.214075;5.679800;-20.715700;-2.354801;-0.175639;3.338100;1.290986;11.240600;-2.702127;-2.703199;0.338800;-0.269300
53.333031;5.588500;-20.804899;-2.374622;-0.218996;3.293600;-1.261105;11.199700;-2.764717;-2.751933;0.158500;-0.280300
53.451687;5.508500;-20.880800;-2.405677;-0.445617;3.359800;2.190162;11.172800;-2.788627;-2.755254;0.251000;-0.250900
53.566310;5.412600;-20.964199;-2.483002;-0.127899;3.172700;-4.626296;11.134900;-2.760229;-2.663505;0.316500;-0.326300
53.676852;5.327200;-21.021099;-2.430463;0.209322;3.286900;2.891680;11.100100;-2.782361;-2.730526;0.317800;-0.241400
53.797641;5.245100;-21.108500;-2.437945;-0.760394;3.162100;-4.244812;11.072000;-2.869978;-2.824464;0.518600;-0.288200
53.922797;5.143000;-21.177401;-2.609461;-0.516014;3.017800;-3.567506;11.048800;-3.011597;-2.923098;0.136300;-0.388200
54.044910;5.029400;-21.235500;-2.573010;0.092095;3.174700;3.964115;11.043800;-2.994460;-2.913681;0.179000;-0.233800
54.167181;4.937200;-21.308901;-2.587850;-0.396767;3.045800;-3.194551;11.018300;-2.941424;-2.824512;0.266400;-0.342200
54.293750;4.821400;-21.364100;-2.667350;-0.476050;3.128700;2.084467;11.001600;-3.126497;-3.112190;0.155000;-0.303700
54.420180;4.712000;-21.424500;-2.711197;-0.355398;3.192700;1.608599;11.014900;3.111141;3.075340;-0.083700;-0.260500
54.548859;4.591600;-21.469601;-2.756394;0.055789;3.119900;-1.823574;11.008600;-3.114764;-3.075504;0.065000;-0.410600
54.675219;4.473500;-21.521200;-2.696530;0.301862;3.258100;3.366978;11.008500;3.079419;3.011808;-0.210200;-0.394400
54.789281;4.363500;-21.578400;-2.679514;-0.428248;3.460500;5.183375;11.022800;3.078501;3.015419;0.078200;-0.381700
54.896987;4.269300;-21.622900;-2.803250;-0.599906;3.470700;0.332142;11.021400;3.074276;2.952287;-0.178200;-0.449600
55.008460;4.160300;-21.649900;-2.801824;0.482121;3.662700;6.316127;11.036500;3.058530;2.910280;-0.187900;-0.357000
55.114434;4.059100;-21.697201;-2.689977;0.581215;3.644200;-0.627721;11.038900;-3.127436;-3.112413;-0.072800;-0.352100
55.217429;3.969600;-21.742399;-2.684026;-0.156050;3.443500;-6.698737;11.033800;-3.109134;-3.075748;-0.004700;-0.432700
55.323183;3.874300;-21.788200;-2.721304;-0.714900;3.587200;4.892224;11.032900;3.116223;3.084875;-0.032500;-0.349000
55.428644;3.776500;-21.828699;-2.836788;-0.506121;3.433000;-5.059309;11.038700;3.073113;2.926944;-0.367200;-0.406400
55.534663;3.673100;-21.851500;-2.828040;0.873639;3.495200;2.058446;11.046700;3.075749;2.940969;-0.177500;-0.484600
55.639914;3.574800;-21.894100;-2.649257;0.974822;3.631700;4.642727;11.052000;3.129733;3.119485;-0.281700;-0.306400
55.746217;3.487600;-21.951000;-2.623442;0.266576;3.606200;-0.852447;11.048900;-3.133471;-3.127347;-0.119600;-0.315200
55.861304;3.390100;-21.999399;-2.594693;0.001836;3.637600;1.047061;11.050500;-3.047772;-2.988257;0.032200;-0.306400
55.974833;3.291000;-22.070700;-2.621184;-0.627025;3.527300;-3.646016;11.030400;-3.069635;-3.016475;-0.260200;-0.315400
56.082284;3.193100;-22.112301;-2.743546;-0.556005;3.577100;1.661465;11.036300;3.084113;3.005591;-0.177600;-0.365400
56.189896;3.092900;-22.153999;-2.734084;-0.523133;3.570500;-0.220347;11.041800;3.113767;3.077204;-0.202300;-0.397100
56.302087;2.995500;-22.197599;-2.851411;-0.616225;3.476100;-3.109332;11.041800;3.063608;2.885642;0.066000;-0.447100
56.423199;2.877900;-22.218201;-2.875487;0.357366;3.642400;4.132160;11.058600;3.047730;2.809044;-0.227400;-0.186200
56.536446;2.761800;-22.261299;-2.758797;0.799667;3.420000;-4.984919;11.063800;3.105912;3.053173;-0.084000;-0.276800
56.652827;2.667800;-22.302799;-2.703688;0.139663;3.409200;-0.433111;11.066100;3.088512;3.028603;0.129900;-0.231200
56.784259;2.551000;-22.360001;-2.722363;-0.282253;3.426400;0.572488;11.075000;3.077125;2.997733;0.066900;-0.165000
56.914122;2.427700;-22.409800;-2.780751;-0.033083;3.309100;-2.929309;11.081600;3.102927;3.039437;-0.061900;-0.214100
57.036000;2.308000;-22.451700;-2.726951;0.195319;3.209300;-1.989263;11.084400;-3.110227;-3.070430;0.167800;-0.273100
57.158456;2.204600;-22.507999;-2.736592;-0.187803;3.128700;-2.665238;11.074600;-3.126490;-3.106376;0.330300;-0.446900
57.276040;2.082900;-22.548201;-2.774510;-0.243453;3.184700;1.419619;11.081000;3.111987;3.064727;0.088200;-0.393400
57.396427;1.985100;-22.592400;-2.791869;-0.338694;3.286500;2.523310;11.081100;3.078902;2.971147;0.260300;-0.500000
57.515776;1.856700;-22.630699;-2.857073;-0.349538;3.462800;4.437338;11.095200;3.000676;2.689973;0.174300;-0.424600
57.620462;1.756000;-22.659401;-2.877264;-0.470104;3.564500;3.421716;11.113600;2.936688;2.486780;0.174800;-0.305500
57.727808;1.654600;-22.685400;-2.950870;-0.463662;3.555500;-0.297446;11.137200;2.942188;2.333370;0.012400;-0.195800
57.848822;1.545200;-22.700100;-2.975557;-0.070872;3.387800;-5.605912;11.156200;2.937924;2.252444;0.257000;-0.275200
57.979718;1.415900;-22.725401;-2.971172;-0.194912;3.327400;-1.521805;11.186500;2.894427;2.169352;0.014200;-0.275400
58.107903;1.287200;-22.744499;-3.027448;-0.263490;3.378300;1.270158;11.221300;2.848370;1.933687;0.099200;-0.247300
58.223263;1.161200;-22.754601;-3.038686;0.010790;3.269100;-2.725162;11.263400;2.786887;1.842721;-0.187300;-0.215400
58.327255;1.057700;-22.768200;-3.022071;-0.106135;3.334900;1.616667;11.306300;2.747385;1.851853;-0.131700;-0.068700
58.438727;0.954700;-22.779400;-3.059867;0.274185;3.260300;-2.479489;11.349300;2.797602;1.795576;-0.065900;-0.122800
58.560384;0.835500;-22.786400;-2.971441;0.008686;3.027800;-5.954072;11.385900;2.893282;2.166362;-0.146200;-0.246600
58.681231;0.714900;-22.820601;-3.050857;-0.881728;3.092000;1.277900;11.410100;2.847505;1.862630;-0.174900;-0.277500
58.799704;0.594800;-22.808300;3.095991;-0.060821;3.009500;-2.045011;11.458800;2.790855;1.446711;-0.144800;-0.430600
58.908247;0.478200;-22.809799;-3.051183;0.584352;3.062200;1.330668;11.496700;2.905558;1.931250;0.000700;-0.349200
59.017209;0.378600;-22.827900;-3.072245;-0.582210;3.168800;2.683027;11.510800;2.867185;1.812704;0.102300;-0.321900
59.134110;0.260800;-22.824900;3.112073;-0.013248;3.181700;0.316849;11.557900;2.751093;1.499185;-0.262600;-0.319100
59.256150;0.144900;-22.820999;-3.085847;0.381606;3.142100;-1.002601;11.607000;2.717597;1.693803;-0.110700;-0.278100
59.382533;0.017100;-22.838499;-3.074678;-0.240260;3.299400;3.879299;11.667900;2.738664;1.726738;0.093500;-0.277000
59.495342;-0.107300;-22.837900;3.128303;-0.564108;3.247200;-1.322779;11.714500;2.728067;1.540519;0.053000;-0.490500
59.609637;-0.208500;-22.835501;3.091265;-0.444652;3.475900;7.584285;11.766900;2.690109;1.467288;-0.116600;-0.416000
59.733492;-0.335600;-22.826401;3.031159;-0.010495;3.446700;-0.734680;11.825200;2.737437;1.317123;-0.149400;-0.377000
59.852575;-0.454700;-22.808201;3.086138;0.409442;3.493800;1.161660;11.872200;2.737107;1.441842;-0.106100;-0.424500
59.974440;-0.573400;-22.813200;3.125589;-0.119436;3.402200;-2.296983;11.927000;2.700348;1.536921;-0.007900;-0.426500
60.090780;-0.698400;-22.804300;3.054665;-0.391671;3.484300;2.063856;11.987300;2.655763;1.407232;-0.201800;-0.269500
60.204145;-0.805200;-22.792999;3.037318;0.181628;3.372800;-1.843394;12.049400;2.644298;1.380327;-0.230600;-0.207500
60.322028;-0.923900;-22.780701;3.094070;0.336940;3.332500;-2.038548;12.109700;2.689046;1.473290;-0.094300;-0.232200
60.438507;-1.040700;-22.781799;3.119263;-0.192583;3.211800;-2.671572;12.163900;2.694044;1.524306;0.065700;-0.175200
60.559997;-1.156800;-22.775499;3.051756;-0.443979;3.267400;1.600539;12.221500;2.552258;1.436874;-0.035500;-0.092600
60.684631;-1.282700;-22.760000;3.009629;-0.102429;3.173000;-1.913096;12.325700;2.533779;1.382261;-0.110000;-0.034600
60.805241;-1.403900;-22.742701;3.025668;-0.061559;3.090200;-1.644517;12.393400;2.660734;1.351191;-0.046000;-0.000200
60.914980;-1.522300;-22.732100;2.991126;-0.743491;2.955900;-3.422059;12.450700;2.646746;1.296902;-0.093800;0.037000
61.015409;-1.620900;-22.709801;2.853859;-0.715955;2.889000;-1.636063;12.510500;2.509655;1.186631;-0.174200;0.035900
61.115670;-1.714900;-22.675100;2.859587;0.159025;2.739900;-2.989512;12.591700;2.590777;1.130050;-0.138000;-0.139000
61.228423;-1.813500;-22.653999;2.882842;-0.199243;2.702400;-0.914993;12.628800;2.700202;1.060155;-0.250700;-0.330000
61.346676;-1.932900;-22.617399;2.820246;-0.069509;2.957200;5.235608;12.694700;2.556372;1.105270;-0.138600;-0.307400
61.459340;-2.037900;-22.579300;2.865612;0.449144;3.121800;3.995434;12.777500;2.544808;1.175863;0.052700;-0.278900
61.574037;-2.149700;-22.556000;2.918289;-0.214361;3.283800;4.167345;12.842000;2.607510;1.204176;0.123100;-0.211100
61.687137;-2.261600;-22.528500;2.815792;-0.661972;3.374400;2.217145;12.909800;2.530586;1.121376;0.108200;-0.162900
61.797155;-2.364000;-22.483601;2.768512;-0.062259;3.193800;-3.612036;12.992100;2.511257;1.078413;-0.119400;-0.136400
61.906759;-2.466500;-22.448299;2.803538;-0.050559;3.203500;0.243035;13.059300;2.588402;1.053251;0.017000;-0.165800
62.016988;-2.570800;-22.410900;2.757550;-0.488128;3.207700;0.105098;13.119800;2.576862;1.003019;0.018700;-0.195000
62.122430;-2.670900;-22.365700;2.692793;-0.186923;3.193700;-0.352028;13.188800;2.437708;1.054799;-0.263400;-0.200200
62.229255;-2.760800;-22.319401;2.720662;-0.401441;3.261700;1.686930;13.281100;2.456926;1.069210;-0.109800;-0.194800
62.345416;-2.865900;-22.278400;2.616304;-0.642264;3.302800;1.019853;13.348000;2.481584;0.929347;-0.008200;-0.361100
62.464295;-2.961800;-22.202900;2.564086;0.424626;3.446100;3.615366;13.437100;2.436865;0.916984;-0.296600;-0.320300
62.581162;-3.065100;-22.148600;2.719283;0.361574;3.550200;2.620184;13.517400;2.522855;1.007823;-0.363600;-0.134000
62.698211;-3.175000;-22.107100;2.646609;-0.548505;3.394300;-3.843101;13.588900;2.360338;1.072340;-0.300300;-0.029300
62.810800;-3.271100;-22.037399;2.588456;0.182145;3.261600;-2.688047;13.721700;2.324614;1.045502;-0.439700;0.001600
62.918415;-3.366600;-21.988800;2.694782;0.706182;3.131800;-3.214157;13.793000;2.513345;0.987730;-0.356100;-0.131500
63.028607;-3.465200;-21.944401;2.734794;0.456565;3.246600;2.883700;13.862700;2.539137;1.011164;-0.324300;-0.121200
63.139461;-3.569000;-21.901600;2.796020;0.365919;3.289600;1.067439;13.932200;2.577072;1.053852;-0.390300;-0.280200
63.254521;-3.673800;-21.869301;2.815582;0.280052;3.436800;3.673084;13.994800;2.574627;1.082672;-0.397900;-0.300100
63.376629;-3.787000;-21.827900;2.858564;0.215710;3.617600;4.582776;14.071000;2.528153;1.179057;-0.311400;-0.171700
63.501178;-3.908300;-21.801100;2.870517;-0.241650;3.651300;0.830873;14.159900;2.535073;1.189773;-0.136400;-0.245400
63.615696;-4.027000;-21.761200;2.792226;-0.519513;3.644400;-0.174380;14.237500;2.551555;1.072522;-0.203800;-0.171500
63.726482;-4.123500;-21.722700;2.757150;-0.308951;3.549900;-3.147958;14.304000;2.516890;1.059468;-0.181800;-0.168900
63.836774;-4.232400;-21.678101;2.724795;0.014982;3.576600;0.668459;14.385600;2.476478;1.056908;-0.390700;-0.018700
63.947904;-4.325200;-21.633400;2.760332;0.451994;3.445000;-3.270720;14.462200;2.526361;1.054827;-0.063500;-0.273000
64.063359;-4.438700;-21.595400;2.823129;-0.126732;3.510100;1.599629;14.531400;2.558658;1.107149;-0.080900;-0.299400
64.182992;-4.544500;-21.561100;2.736483;-0.399261;3.674800;5.662173;14.606800;2.448062;1.094542;-0.296200;-0.184200
64.306515;-4.658600;-21.501101;2.724847;0.133710;3.594700;-1.583023;14.714200;2.449342;1.080394;-0.057400;-0.124100
64.430415;-4.770400;-21.461100;2.769028;-0.051588;3.608400;0.341947;14.794100;2.539822;1.053416;0.127200;-0.074500
64.552437;-4.889400;-21.410900;2.711306;-0.432346;3.559000;-1.257335;14.872700;2.511644;1.008929;-0.042600;-0.074700
64.664527;-4.992200;-21.359301;2.660190;-0.363431;3.510800;-1.211557;14.955800;2.445914;1.011711;-0.155800;0.078500
64.772189;-5.088100;-21.307100;2.633272;-0.277140;3.378300;-3.249441;15.038600;2.436128;0.991482;-0.102000;0.143200
64.876769;-5.180300;-21.254499;2.600679;0.639224;3.194400;-4.636082;15.116000;2.450209;0.943002;-0.146500;0.016600
64.978482;-5.267400;-21.199400;2.773500;0.711823;3.116800;-1.872574;15.187000;2.523689;1.073633;-0.173700;-0.166400
65.088895;-5.370100;-21.181299;2.744012;-0.955795;3.206200;3.114270;15.250900;2.532583;1.028822;-0.183300;-0.201500
65.204533;-5.471000;-21.113899;2.567505;-0.656104;3.360400;3.070463;15.329000;2.456762;0.901000;0.090200;-0.252700
65.315482;-5.564300;-21.055700;2.584094;0.550087;3.440200;2.032037;15.409500;2.422048;0.952387;0.051100;-0.144200
65.434777;-5.659300;-20.996500;2.681694;0.452174;3.489600;1.215262;15.494000;2.511852;0.973813;0.368600;-0.148500
65.553629;-5.778100;-20.949800;2.699015;-0.578445;3.465400;-0.816124;15.565300;2.478427;1.025479;0.552100;-0.123200
65.660340;-5.874100;-20.894699;2.525644;-1.553160;3.484300;0.474418;15.661800;2.321038;0.987623;0.311300;0.112700
65.763218;-5.952300;-20.826500;2.380599;-0.632802;3.387900;-2.420392;15.752200;2.337429;0.828528;0.342100;0.135200
65.885863;-6.023100;-20.752800;2.397139;-0.238187;3.258000;-3.234182;15.816500;2.433057;0.749253;0.272800;0.058900
66.016231;-6.132700;-20.660299;2.329071;-0.839949;3.199800;-1.149048;15.906800;2.314788;0.799713;0.378600;-0.017300
66.133481;-6.202400;-20.563499;2.155843;-1.386083;3.135700;-1.296233;16.011299;2.121048;0.823749;0.325800;0.047500
66.243409;-6.262200;-20.464800;2.013084;-0.856750;3.107200;-0.564583;16.117901;1.977286;0.833052;-0.201000;0.153600
66.348244;-6.296500;-20.364799;1.974687;0.454510;3.055300;-1.301427;16.229900;1.939290;0.836067;-0.052100;0.250300
66.457147;-6.344600;-20.271999;2.105548;0.497264;2.821200;-4.711210;16.331301;2.121401;0.767477;0.109900;0.373400
66.564833;-6.407500;-20.177401;2.088044;-0.815022;2.452100;-6.120273;16.410700;2.122354;0.746286;-0.013800;0.385900
66.665618;-6.451100;-20.084801;1.918593;-0.901080;2.220700;-3.854970;16.504400;1.946445;0.743353;-0.005800;0.179300
66.766510;-6.476200;-19.987900;1.917154;0.257226;2.213000;-0.155532;16.584900;1.968416;0.709880;0.028100;0.115200
66.872510;-6.519600;-19.895000;1.967946;0.152802;2.229600;0.275685;16.667500;2.063878;0.662775;0.207500;-0.077200
66.980093;-6.558200;-19.792400;1.952250;0.178467;2.520600;4.843461;16.737499;2.057966;0.648053;0.032700;-0.288700
67.086818;-6.599700;-19.695299;2.006575;0.126105;2.751800;4.645182;16.818701;2.033337;0.751205;0.113400;-0.308900
67.201022;-6.648300;-19.598900;1.980576;-0.420837;3.096500;6.888553;16.918200;1.990753;0.771605;0.190200;-0.224000
67.322843;-6.690700;-19.485800;1.913185;-1.454605;3.188400;1.863432;17.022499;1.945815;0.735816;0.106500;-0.255200
67.434866;-6.730100;-19.369400;1.590883;-1.525912;3.257200;1.340101;17.125999;1.596983;0.654274;0.086200;-0.161900
67.547395;-6.695200;-19.261801;1.593458;1.325272;3.316600;3.057629;17.194300;1.600046;0.659104;0.095200;-0.107700
67.670415;-6.735200;-19.144400;1.867352;1.110351;3.210100;-2.141241;17.300301;1.899213;0.731005;0.130700;-0.121000
67.792510;-6.767100;-19.026501;1.893325;0.168136;3.233500;0.467477;17.405300;1.949530;0.698549;-0.017500;-0.049600
67.914542;-6.812600;-18.912800;1.908224;-0.078794;3.154900;-1.567936;17.494801;1.961994;0.704857;0.112800;-0.178000
68.038096;-6.847900;-18.796200;1.874501;-0.121409;3.367900;4.219919;17.601200;1.899313;0.743441;0.289300;-0.074300
68.151824;-6.886500;-18.677000;1.878086;0.265935;3.387900;0.405446;17.711599;1.902423;0.744614;0.267100;0.030800
68.259184;-6.916700;-18.579399;1.938073;0.074590;3.421900;0.851389;17.801001;1.939751;0.782898;0.255600;0.184400
68.377121;-6.963600;-18.476601;1.894828;-1.068141;3.152200;-5.337576;17.910999;1.911248;0.758778;0.714900;0.142500
68.495597;-6.991800;-18.355801;1.681592;-1.155326;3.109400;-0.861492;18.013000;1.710883;0.667973;0.699400;0.050200
68.612324;-6.989800;-18.241100;1.617503;-0.309441;3.110200;0.019975;18.096800;1.628649;0.679014;0.351100;0.069000
68.734271;-7.002700;-18.122601;1.610578;-0.318375;3.084000;-0.512697;18.201200;1.620422;0.675594;0.432100;-0.002700
68.847847;-6.999500;-17.997400;1.534250;-0.735969;3.142600;1.183164;18.292101;1.521433;0.637123;0.686900;-0.100100
68.959596;-6.994400;-17.895599;1.447442;-0.837329;3.176900;0.863760;18.369200;1.394089;0.606901;0.536500;-0.021500
69.073658;-6.972000;-17.775600;1.350272;-0.762870;3.267700;2.275210;18.446100;1.256683;0.604005;0.410200;-0.000800
69.184930;-6.944500;-17.673000;1.269224;-0.620728;3.152600;-2.903934;18.522800;1.180564;0.647480;0.098100;-0.060800
69.297178;-6.905900;-17.563101;1.214528;-0.147848;3.377500;5.691783;18.606800;1.126541;0.663571;0.216000;-0.088300
69.407615;-6.866200;-17.462601;1.235876;0.095039;3.444000;1.633618;18.687300;1.141275;0.649761;0.053800;-0.056100
69.519349;-6.833300;-17.354500;1.235179;0.022671;3.462700;0.474677;18.765301;1.121148;0.625831;0.139400;0.052400
69.629589;-6.792600;-17.251600;1.241012;0.242312;3.365700;-2.407554;18.839800;1.120767;0.616427;0.001300;0.108700
69.740433;-6.761900;-17.145901;1.288283;0.265065;3.253000;-2.798617;18.913099;1.166157;0.595660;0.037400;-0.045200
69.852729;-6.730800;-17.038700;1.299897;0.071098;3.333500;2.027702;18.984100;1.176402;0.588434;0.096200;-0.109000
69.966286;-6.701800;-16.929501;1.304352;-0.292698;3.407800;1.835470;19.057501;1.193717;0.603424;-0.058900;-0.075800
70.091629;-6.671000;-16.819599;1.240090;-0.231413;3.483400;1.904145;19.135099;1.135857;0.636375;0.260300;0.021900
70.215800;-6.620400;-16.692400;1.240260;0.188539;3.444700;-0.967213;19.232700;1.144341;0.646833;-0.100000;0.198200
70.326348;-6.590400;-16.584700;1.292684;0.361475;3.393400;-1.289083;19.312500;1.197321;0.629660;0.255800;0.196800
70.434696;-6.559700;-16.479799;1.314176;0.161425;3.316600;-1.883205;19.387600;1.221490;0.624296;-0.024400;0.233700
70.551004;-6.535400;-16.375099;1.326337;0.018292;3.227200;-2.252646;19.463499;1.237846;0.624889;0.342500;0.240100
70.664015;-6.503400;-16.254101;1.319057;-0.479323;3.097900;-2.507933;19.550400;1.225064;0.620084;0.198500;0.245000
70.767269;-6.479100;-16.156200;1.208456;-0.633537;3.003400;-2.443271;19.619801;0.979841;0.514282;0.207700;0.220600
70.870761;-6.430200;-16.061001;1.198454;0.375046;2.974000;-0.594837;19.659500;0.941363;0.492266;0.121600;0.096300
70.972993;-6.403800;-15.963400;1.287257;0.877554;2.989100;0.374159;19.723200;1.144047;0.569916;0.093000;0.050000
71.078837;-6.373000;-15.864700;1.373957;0.428718;3.055300;1.691077;19.785299;1.234685;0.518679;-0.085200;0.007300
71.187440;-6.362400;-15.755800;1.380894;-0.220975;3.040100;-0.369501;19.841700;1.237435;0.506741;-0.121500;-0.186600
71.298109;-6.332000;-15.651400;1.327132;-1.222001;3.189500;3.806217;19.903700;1.190292;0.556088;-0.103800;-0.316700
71.412644;-6.309000;-15.541000;1.115155;-0.862083;3.416800;5.610539;19.975201;0.897603;0.551004;-0.054100;-0.323400
71.541721;-6.231200;-15.445700;1.120315;1.001377;3.601600;3.724545;20.030100;0.965663;0.610202;-0.337500;-0.102900
71.670462;-6.196600;-15.308600;1.377741;1.252819;3.636200;0.865669;20.137699;1.321577;0.654986;-0.311000;-0.050400
71.786270;-6.181800;-15.193000;1.452654;0.348045;3.565200;-1.738689;20.224199;1.413301;0.641833;-0.299100;-0.136100
71.894460;-6.169300;-15.078600;1.449882;0.131104;3.593800;0.715779;20.309601;1.385060;0.574018;-0.228200;-0.199700
72.003247;-6.155700;-14.978200;1.481051;-0.007423;3.725400;7.026719;20.363100;1.439176;0.596997;-0.234700;-0.164800
72.125107;-6.149800;-14.861900;1.451937;0.024064;3.726100;0.017360;20.456900;1.421778;0.671962;-0.142200;-0.094000
